Model,DPO2012B
Firmware Version,1.52

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.004,
Sample Interval,3.2e-07,
Filter Frequency,1e+08,
Record Length,125000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.01,0.1
Label,,
TIME,CH1,CH2
-1.97904e-02,0.0515219,0.321938
-1.97901e-02,0.0512422,0.326031
-1.97898e-02,0.0517594,0.326531
-1.97894e-02,0.0513078,0.325813
-1.97891e-02,0.0516062,0.324438
-1.97888e-02,0.0516719,0.324641
-1.97885e-02,0.0517234,0.324797
-1.97882e-02,0.0512031,0.325375
-1.97878e-02,0.0517141,0.324203
-1.97875e-02,0.0513031,0.325734
-1.97872e-02,0.0516547,0.3235
-1.97869e-02,0.0510953,0.321641
-1.97866e-02,0.0514141,0.3245
-1.97862e-02,0.0516344,0.327203
-1.97859e-02,0.0513812,0.323531
-1.97856e-02,0.0521641,0.323969
-1.97853e-02,0.0513453,0.321609
-1.97850e-02,0.051225,0.322266
-1.97846e-02,0.0517609,0.320531
-1.97843e-02,0.0519703,0.320719
-1.97840e-02,0.0516406,0.322891
-1.97837e-02,0.0517141,0.320344
-1.97834e-02,0.0510312,0.325328
-1.97830e-02,0.0516234,0.318531
-1.97827e-02,0.0515891,0.327234
-1.97824e-02,0.0508687,0.319469
-1.97821e-02,0.0514828,0.322672
-1.97818e-02,0.0515484,0.322906
-1.97814e-02,0.0513547,0.323297
-1.97811e-02,0.0512594,0.321641
-1.97808e-02,0.0520484,0.322953
-1.97805e-02,0.0517406,0.322219
-1.97802e-02,0.0514328,0.322266
-1.97798e-02,0.0516281,0.324141
-1.97795e-02,0.0513406,0.320813
-1.97792e-02,0.0516687,0.322844
-1.97789e-02,0.0520672,0.321688
-1.97786e-02,0.0516922,0.320844
-1.97782e-02,0.0517062,0.325984
-1.97779e-02,0.0514687,0.322578
-1.97776e-02,0.0515906,0.323266
-1.97773e-02,0.0518906,0.324
-1.97770e-02,0.0514687,0.322281
-1.97766e-02,0.0514641,0.322313
-1.97763e-02,0.0513375,0.325438
-1.97760e-02,0.0518078,0.321063
-1.97757e-02,0.0518844,0.325484
-1.97754e-02,0.0515641,0.322578
-1.97750e-02,0.0516953,0.325969
-1.97747e-02,0.0515875,0.324094
-1.97744e-02,0.0514047,0.327734
-1.97741e-02,0.0517234,0.321297
-1.97738e-02,0.0515125,0.325438
-1.97734e-02,0.0510094,0.323984
-1.97731e-02,0.0518594,0.323125
-1.97728e-02,0.0519391,0.324359
-1.97725e-02,0.0514391,0.324563
-1.97722e-02,0.0514078,0.323203
-1.97718e-02,0.051625,0.322281
-1.97715e-02,0.0513609,0.325031
-1.97712e-02,0.0513047,0.319422
-1.97709e-02,0.0518203,0.325547
-1.97706e-02,0.051725,0.322172
-1.97702e-02,0.0517422,0.321484
-1.97699e-02,0.0515203,0.326219
-1.97696e-02,0.0514141,0.319984
-1.97693e-02,0.0514859,0.326578
-1.97690e-02,0.0514234,0.320188
-1.97686e-02,0.0516453,0.321891
-1.97683e-02,0.0517984,0.321
-1.97680e-02,0.0516,0.323391
-1.97677e-02,0.0518078,0.323
-1.97674e-02,0.0517812,0.322078
-1.97670e-02,0.0515203,0.321109
-1.97667e-02,0.0513734,0.323047
-1.97664e-02,0.0512359,0.318625
-1.97661e-02,0.05155,0.323094
-1.97658e-02,0.0511656,0.318234
-1.97654e-02,0.0514156,0.322359
-1.97651e-02,0.0513219,0.319844
-1.97648e-02,0.0515859,0.321094
-1.97645e-02,0.0515547,0.319
-1.97642e-02,0.0514516,0.3225
-1.97638e-02,0.0512719,0.322156
-1.97635e-02,0.0514406,0.322016
-1.97632e-02,0.0510937,0.324594
-1.97629e-02,0.0514828,0.318453
-1.97626e-02,0.0515094,0.327234
-1.97622e-02,0.0509781,0.320391
-1.97619e-02,0.0515625,0.322484
-1.97616e-02,0.0517312,0.326031
-1.97613e-02,0.051225,0.321453
-1.97610e-02,0.0512781,0.325813
-1.97606e-02,0.0515797,0.324625
-1.97603e-02,0.0515453,0.32175
-1.97600e-02,0.0517812,0.323734
-1.97597e-02,0.0517906,0.323094
-1.97594e-02,0.0514078,0.326297
-1.97590e-02,0.0517062,0.323438
-1.97587e-02,0.0511484,0.324844
-1.97584e-02,0.0519844,0.320766
-1.97581e-02,0.0514625,0.322578
-1.97578e-02,0.0515453,0.321563
-1.97574e-02,0.0512203,0.323484
-1.97571e-02,0.0517016,0.323203
-1.97568e-02,0.0518594,0.324188
-1.97565e-02,0.0514516,0.323109
-1.97562e-02,0.0514109,0.324609
-1.97558e-02,0.0517266,0.319016
-1.97555e-02,0.0512906,0.323547
-1.97552e-02,0.0515781,0.321438
-1.97549e-02,0.0516859,0.322859
-1.97546e-02,0.0514062,0.319078
-1.97542e-02,0.051675,0.323016
-1.97539e-02,0.0515609,0.319906
-1.97536e-02,0.0521562,0.321891
-1.97533e-02,0.0515203,0.319859
-1.97530e-02,0.0517062,0.319719
-1.97526e-02,0.0514531,0.322016
-1.97523e-02,0.0517516,0.320625
-1.97520e-02,0.0516297,0.322078
-1.97517e-02,0.0515453,0.318766
-1.97514e-02,0.0516875,0.32175
-1.97510e-02,0.0515078,0.321969
-1.97507e-02,0.0511422,0.320906
-1.97504e-02,0.0517328,0.320188
-1.97501e-02,0.0515266,0.317219
-1.97498e-02,0.0518359,0.322219
-1.97494e-02,0.0514172,0.321609
-1.97491e-02,0.0517984,0.320422
-1.97488e-02,0.0513375,0.32275
-1.97485e-02,0.0513875,0.324563
-1.97482e-02,0.0517516,0.321125
-1.97478e-02,0.0516906,0.323188
-1.97475e-02,0.0514937,0.324109
-1.97472e-02,0.0514859,0.321984
-1.97469e-02,0.051125,0.324422
-1.97466e-02,0.0514422,0.324547
-1.97462e-02,0.0513469,0.322469
-1.97459e-02,0.0519062,0.326125
-1.97456e-02,0.0513156,0.320797
-1.97453e-02,0.0512297,0.325891
-1.97450e-02,0.0513266,0.325453
-1.97446e-02,0.0516406,0.318797
-1.97443e-02,0.0516812,0.328359
-1.97440e-02,0.0514484,0.321547
-1.97437e-02,0.0515812,0.324922
-1.97434e-02,0.0515891,0.323953
-1.97430e-02,0.0518422,0.324656
-1.97427e-02,0.0515531,0.322781
-1.97424e-02,0.0519219,0.324859
-1.97421e-02,0.0518422,0.320672
-1.97418e-02,0.0516047,0.321297
-1.97414e-02,0.0515984,0.323594
-1.97411e-02,0.0518469,0.319203
-1.97408e-02,0.0516406,0.321984
-1.97405e-02,0.05145,0.323594
-1.97402e-02,0.0516187,0.322719
-1.97398e-02,0.0517844,0.321688
-1.97395e-02,0.0512594,0.321875
-1.97392e-02,0.0511422,0.32225
-1.97389e-02,0.0513328,0.324281
-1.97386e-02,0.0517156,0.320797
-1.97382e-02,0.0511172,0.321625
-1.97379e-02,0.0516547,0.320078
-1.97376e-02,0.0511094,0.319156
-1.97373e-02,0.0513828,0.320422
-1.97370e-02,0.0517953,0.324484
-1.97366e-02,0.0514219,0.323016
-1.97363e-02,0.0514266,0.321219
-1.97360e-02,0.0516828,0.3235
-1.97357e-02,0.0516875,0.32175
-1.97354e-02,0.0513062,0.320875
-1.97350e-02,0.0513719,0.3215
-1.97347e-02,0.0512656,0.319953
-1.97344e-02,0.0517047,0.322047
-1.97341e-02,0.0512469,0.32
-1.97338e-02,0.0515406,0.323922
-1.97334e-02,0.0513516,0.318797
-1.97331e-02,0.0519875,0.327844
-1.97328e-02,0.051425,0.316969
-1.97325e-02,0.0515187,0.329359
-1.97322e-02,0.0515703,0.321781
-1.97318e-02,0.0513812,0.323453
-1.97315e-02,0.0512906,0.324016
-1.97312e-02,0.0517344,0.321578
-1.97309e-02,0.0515391,0.323984
-1.97306e-02,0.0513312,0.323203
-1.97302e-02,0.0515375,0.323719
-1.97299e-02,0.0520016,0.320594
-1.97296e-02,0.0517484,0.324391
-1.97293e-02,0.0512906,0.323969
-1.97290e-02,0.0517437,0.321938
-1.97286e-02,0.0511844,0.325953
-1.97283e-02,0.0510844,0.321719
-1.97280e-02,0.0517375,0.321391
-1.97277e-02,0.0515891,0.325172
-1.97274e-02,0.0516719,0.324109
-1.97270e-02,0.0518156,0.322688
-1.97267e-02,0.0512812,0.325078
-1.97264e-02,0.0516937,0.321609
-1.97261e-02,0.0517516,0.322031
-1.97258e-02,0.0518281,0.324641
-1.97254e-02,0.0515516,0.323266
-1.97251e-02,0.0518031,0.322031
-1.97248e-02,0.0518781,0.323438
-1.97245e-02,0.0518078,0.318938
-1.97242e-02,0.0516781,0.323453
-1.97238e-02,0.0517062,0.318563
-1.97235e-02,0.0521266,0.318063
-1.97232e-02,0.0515625,0.323063
-1.97229e-02,0.0512031,0.319906
-1.97226e-02,0.0514953,0.321188
-1.97222e-02,0.0514984,0.316125
-1.97219e-02,0.0514578,0.3215
-1.97216e-02,0.0515609,0.317359
-1.97213e-02,0.0512141,0.322922
-1.97210e-02,0.0515609,0.319094
-1.97206e-02,0.0514781,0.318031
-1.97203e-02,0.0514844,0.323391
-1.97200e-02,0.0514422,0.319797
-1.97197e-02,0.0509875,0.32125
-1.97194e-02,0.0515906,0.322609
-1.97190e-02,0.0516969,0.320266
-1.97187e-02,0.0514797,0.323125
-1.97184e-02,0.0517984,0.323422
-1.97181e-02,0.0519,0.319641
-1.97178e-02,0.0518828,0.322453
-1.97174e-02,0.0514719,0.323
-1.97171e-02,0.0519187,0.323563
-1.97168e-02,0.0518484,0.323609
-1.97165e-02,0.0513109,0.321438
-1.97162e-02,0.05155,0.321
-1.97158e-02,0.051575,0.326828
-1.97155e-02,0.0515031,0.324844
-1.97152e-02,0.0514766,0.323406
-1.97149e-02,0.0515797,0.32625
-1.97146e-02,0.0516516,0.320875
-1.97142e-02,0.0514781,0.322875
-1.97139e-02,0.0519047,0.323688
-1.97136e-02,0.0517469,0.327344
-1.97133e-02,0.0510469,0.321922
-1.97130e-02,0.0515609,0.326484
-1.97126e-02,0.0516937,0.323906
-1.97123e-02,0.0510531,0.322969
-1.97120e-02,0.0515375,0.327188
-1.97117e-02,0.0516984,0.318422
-1.97114e-02,0.0511781,0.322688
-1.97110e-02,0.0518969,0.324844
-1.97107e-02,0.0518516,0.321516
-1.97104e-02,0.0519062,0.321281
-1.97101e-02,0.0516781,0.322922
-1.97098e-02,0.0516281,0.319188
-1.97094e-02,0.0517078,0.321156
-1.97091e-02,0.0516609,0.321828
-1.97088e-02,0.0511312,0.317688
-1.97085e-02,0.0513344,0.324859
-1.97082e-02,0.0512687,0.316516
-1.97078e-02,0.0517094,0.318297
-1.97075e-02,0.0516281,0.322313
-1.97072e-02,0.0515219,0.321188
-1.97069e-02,0.0515859,0.321734
-1.97066e-02,0.0513891,0.321906
-1.97062e-02,0.0515219,0.316266
-1.97059e-02,0.051475,0.323625
-1.97056e-02,0.0514031,0.316766
-1.97053e-02,0.0513375,0.323891
-1.97050e-02,0.0512609,0.318109
-1.97046e-02,0.0516359,0.320563
-1.97043e-02,0.0513328,0.319391
-1.97040e-02,0.0509328,0.319391
-1.97037e-02,0.0519109,0.323172
-1.97034e-02,0.0514953,0.318984
-1.97030e-02,0.0509344,0.32325
-1.97027e-02,0.0515828,0.319563
-1.97024e-02,0.0517828,0.322813
-1.97021e-02,0.0514219,0.322859
-1.97018e-02,0.0511484,0.321859
-1.97014e-02,0.0514984,0.322703
-1.97011e-02,0.05175,0.320656
-1.97008e-02,0.0514641,0.325313
-1.97005e-02,0.0517984,0.318906
-1.97002e-02,0.0515969,0.327172
-1.96998e-02,0.0516828,0.322813
-1.96995e-02,0.0512609,0.324828
-1.96992e-02,0.0515266,0.323188
-1.96989e-02,0.0513562,0.322766
-1.96986e-02,0.0513891,0.324703
-1.96982e-02,0.0515078,0.323875
-1.96979e-02,0.0510891,0.320203
-1.96976e-02,0.0512078,0.321656
-1.96973e-02,0.0512219,0.323188
-1.96970e-02,0.0515531,0.323422
-1.96966e-02,0.0515844,0.321281
-1.96963e-02,0.0516594,0.323813
-1.96960e-02,0.0512297,0.322422
-1.96957e-02,0.0514703,0.320672
-1.96954e-02,0.0517266,0.324531
-1.96950e-02,0.0515984,0.319656
-1.96947e-02,0.0512047,0.322781
-1.96944e-02,0.0519578,0.320672
-1.96941e-02,0.0515219,0.319922
-1.96938e-02,0.0518656,0.323953
-1.96934e-02,0.0515094,0.319344
-1.96931e-02,0.0519297,0.31975
-1.96928e-02,0.0512547,0.318
-1.96925e-02,0.0518937,0.321234
-1.96922e-02,0.0515406,0.318938
-1.96918e-02,0.0516609,0.32825
-1.96915e-02,0.0512531,0.313813
-1.96912e-02,0.0517734,0.323
-1.96909e-02,0.0514672,0.320422
-1.96906e-02,0.0514031,0.319875
-1.96902e-02,0.0513531,0.323156
-1.96899e-02,0.0515734,0.322219
-1.96896e-02,0.0517328,0.319313
-1.96893e-02,0.0516375,0.323984
-1.96890e-02,0.0513031,0.320703
-1.96886e-02,0.0515641,0.321844
-1.96883e-02,0.0514312,0.320328
-1.96880e-02,0.0517953,0.319672
-1.96877e-02,0.0516297,0.322141
-1.96874e-02,0.0515125,0.323594
-1.96870e-02,0.0513594,0.322484
-1.96867e-02,0.0515875,0.320594
-1.96864e-02,0.0510359,0.320422
-1.96861e-02,0.0515125,0.322438
-1.96858e-02,0.0515,0.323156
-1.96854e-02,0.0515266,0.323266
-1.96851e-02,0.0510672,0.323766
-1.96848e-02,0.0515969,0.324859
-1.96845e-02,0.0517875,0.32175
-1.96842e-02,0.0515969,0.322547
-1.96838e-02,0.0514406,0.321641
-1.96835e-02,0.0516797,0.326891
-1.96832e-02,0.0515891,0.32
-1.96829e-02,0.0517781,0.324609
-1.96826e-02,0.0515953,0.323234
-1.96822e-02,0.051375,0.319734
-1.96819e-02,0.0517703,0.324016
-1.96816e-02,0.0515391,0.323297
-1.96813e-02,0.0515641,0.323016
-1.96810e-02,0.0517375,0.31975
-1.96806e-02,0.0516172,0.322984
-1.96803e-02,0.0518297,0.320172
-1.96800e-02,0.0517687,0.324625
-1.96797e-02,0.0514937,0.320219
-1.96794e-02,0.051225,0.319984
-1.96790e-02,0.0510937,0.318563
-1.96787e-02,0.0510703,0.319219
-1.96784e-02,0.0514719,0.319859
-1.96781e-02,0.0514844,0.321875
-1.96778e-02,0.0516047,0.317938
-1.96774e-02,0.0517578,0.321688
-1.96771e-02,0.0513922,0.32125
-1.96768e-02,0.0518141,0.320891
-1.96765e-02,0.0512906,0.320641
-1.96762e-02,0.0521344,0.320719
-1.96758e-02,0.0514172,0.319313
-1.96755e-02,0.0516609,0.318719
-1.96752e-02,0.0516531,0.320719
-1.96749e-02,0.0517828,0.319953
-1.96746e-02,0.0515484,0.32325
-1.96742e-02,0.0515203,0.321031
-1.96739e-02,0.0514594,0.317266
-1.96736e-02,0.0518453,0.327047
-1.96733e-02,0.0516641,0.315953
-1.96730e-02,0.0511797,0.323031
-1.96726e-02,0.0519266,0.318969
-1.96723e-02,0.0512656,0.320359
-1.96720e-02,0.0513641,0.319813
-1.96717e-02,0.0516719,0.325234
-1.96714e-02,0.0518156,0.321391
-1.96710e-02,0.0517297,0.322609
-1.96707e-02,0.0514641,0.323047
-1.96704e-02,0.0514516,0.319656
-1.96701e-02,0.0519391,0.323109
-1.96698e-02,0.0516844,0.321531
-1.96694e-02,0.0517219,0.323078
-1.96691e-02,0.0515766,0.326219
-1.96688e-02,0.0513406,0.321547
-1.96685e-02,0.0517219,0.321969
-1.96682e-02,0.0516047,0.320297
-1.96678e-02,0.0518062,0.324438
-1.96675e-02,0.0514375,0.321797
-1.96672e-02,0.0513109,0.321469
-1.96669e-02,0.0521109,0.320922
-1.96666e-02,0.0515797,0.322844
-1.96662e-02,0.0516375,0.322938
-1.96659e-02,0.0515531,0.322156
-1.96656e-02,0.0512297,0.318344
-1.96653e-02,0.0514484,0.325906
-1.96650e-02,0.0515672,0.317625
-1.96646e-02,0.0516719,0.321781
-1.96643e-02,0.0515547,0.321609
-1.96640e-02,0.0516562,0.322359
-1.96637e-02,0.0515625,0.3205
-1.96634e-02,0.0514484,0.320141
-1.96630e-02,0.0516016,0.317391
-1.96627e-02,0.0511641,0.318656
-1.96624e-02,0.0515828,0.322141
-1.96621e-02,0.0518844,0.313484
-1.96618e-02,0.0517375,0.320344
-1.96614e-02,0.0514984,0.319719
-1.96611e-02,0.0515016,0.317
-1.96608e-02,0.0515531,0.321125
-1.96605e-02,0.0512453,0.319172
-1.96602e-02,0.0509812,0.321719
-1.96598e-02,0.0513187,0.322047
-1.96595e-02,0.0515797,0.320203
-1.96592e-02,0.0516078,0.320953
-1.96589e-02,0.0510281,0.318969
-1.96586e-02,0.0507766,0.319828
-1.96582e-02,0.0516891,0.319859
-1.96579e-02,0.0513234,0.321
-1.96576e-02,0.0511672,0.319672
-1.96573e-02,0.0513172,0.318719
-1.96570e-02,0.0512,0.32625
-1.96566e-02,0.0512406,0.317844
-1.96563e-02,0.0513062,0.323844
-1.96560e-02,0.0514375,0.320391
-1.96557e-02,0.0508719,0.320797
-1.96554e-02,0.0516469,0.320609
-1.96550e-02,0.0517047,0.325109
-1.96547e-02,0.0512812,0.318172
-1.96544e-02,0.0514219,0.323141
-1.96541e-02,0.0512406,0.323109
-1.96538e-02,0.0512703,0.320141
-1.96534e-02,0.0512875,0.325219
-1.96531e-02,0.0514484,0.321938
-1.96528e-02,0.0515406,0.322
-1.96525e-02,0.0512891,0.322984
-1.96522e-02,0.0515469,0.321094
-1.96518e-02,0.0516125,0.321438
-1.96515e-02,0.0521047,0.319672
-1.96512e-02,0.0516469,0.326219
-1.96509e-02,0.0517422,0.317156
-1.96506e-02,0.0519844,0.323547
-1.96502e-02,0.0515578,0.318172
-1.96499e-02,0.0514172,0.321125
-1.96496e-02,0.0514172,0.319438
-1.96493e-02,0.0517094,0.319797
-1.96490e-02,0.0514156,0.318094
-1.96486e-02,0.0518937,0.320125
-1.96483e-02,0.0514937,0.317016
-1.96480e-02,0.05125,0.318438
-1.96477e-02,0.0514422,0.322109
-1.96474e-02,0.0517141,0.316969
-1.96470e-02,0.0509859,0.317422
-1.96467e-02,0.0516594,0.319828
-1.96464e-02,0.0516094,0.314
-1.96461e-02,0.0518141,0.320906
-1.96458e-02,0.0515047,0.321641
-1.96454e-02,0.0512656,0.314234
-1.96451e-02,0.0513312,0.324469
-1.96448e-02,0.0517516,0.318391
-1.96445e-02,0.0514078,0.320203
-1.96442e-02,0.0516734,0.321469
-1.96438e-02,0.0512437,0.316297
-1.96435e-02,0.0515312,0.323172
-1.96432e-02,0.0516922,0.315984
-1.96429e-02,0.0511,0.321406
-1.96426e-02,0.0515781,0.321625
-1.96422e-02,0.0519344,0.320953
-1.96419e-02,0.0517437,0.318063
-1.96416e-02,0.0516953,0.321734
-1.96413e-02,0.0516469,0.32025
-1.96410e-02,0.0512109,0.318719
-1.96406e-02,0.0515719,0.32475
-1.96403e-02,0.0517609,0.317938
-1.96400e-02,0.0517422,0.320531
-1.96397e-02,0.0513969,0.319891
-1.96394e-02,0.05225,0.323141
-1.96390e-02,0.0514734,0.318719
-1.96387e-02,0.0512984,0.322938
-1.96384e-02,0.0516187,0.319203
-1.96381e-02,0.0515578,0.322875
-1.96378e-02,0.0512687,0.322859
-1.96374e-02,0.0517219,0.321828
-1.96371e-02,0.0518578,0.319172
-1.96368e-02,0.0511391,0.322969
-1.96365e-02,0.0507937,0.319828
-1.96362e-02,0.0515969,0.322547
-1.96358e-02,0.0519,0.323453
-1.96355e-02,0.0516187,0.316766
-1.96352e-02,0.0514875,0.321563
-1.96349e-02,0.0515266,0.318844
-1.96346e-02,0.0519984,0.320891
-1.96342e-02,0.0513469,0.317109
-1.96339e-02,0.0519125,0.320453
-1.96336e-02,0.0511922,0.315719
-1.96333e-02,0.0519937,0.318766
-1.96330e-02,0.0515234,0.320797
-1.96326e-02,0.0512672,0.319594
-1.96323e-02,0.0513687,0.320203
-1.96320e-02,0.0517469,0.317375
-1.96317e-02,0.0515531,0.319688
-1.96314e-02,0.0514062,0.319516
-1.96310e-02,0.0515672,0.319313
-1.96307e-02,0.0513016,0.317359
-1.96304e-02,0.0518578,0.319469
-1.96301e-02,0.0517984,0.319656
-1.96298e-02,0.0518375,0.317734
-1.96294e-02,0.0519328,0.321453
-1.96291e-02,0.0516375,0.316094
-1.96288e-02,0.0515531,0.319281
-1.96285e-02,0.0518562,0.321141
-1.96282e-02,0.0511734,0.317313
-1.96278e-02,0.0519344,0.321969
-1.96275e-02,0.0517562,0.322906
-1.96272e-02,0.05185,0.318156
-1.96269e-02,0.0516594,0.323109
-1.96266e-02,0.0515437,0.3185
-1.96262e-02,0.0515516,0.320266
-1.96259e-02,0.0516469,0.321938
-1.96256e-02,0.0515594,0.319688
-1.96253e-02,0.051025,0.321063
-1.96250e-02,0.0514687,0.324766
-1.96246e-02,0.0511344,0.321281
-1.96243e-02,0.0512172,0.317281
-1.96240e-02,0.0508703,0.32825
-1.96237e-02,0.05145,0.315422
-1.96234e-02,0.0516797,0.321922
-1.96230e-02,0.0513906,0.318469
-1.96227e-02,0.0512766,0.322984
-1.96224e-02,0.0513328,0.319063
-1.96221e-02,0.0510984,0.32
-1.96218e-02,0.05145,0.320391
-1.96214e-02,0.0513266,0.320031
-1.96211e-02,0.0516078,0.320047
-1.96208e-02,0.0517437,0.318453
-1.96205e-02,0.0512797,0.321906
-1.96202e-02,0.0511281,0.319391
-1.96198e-02,0.0514422,0.317
-1.96195e-02,0.0514922,0.320797
-1.96192e-02,0.0513062,0.320109
-1.96189e-02,0.0515016,0.316125
-1.96186e-02,0.0519891,0.318391
-1.96182e-02,0.0513828,0.319672
-1.96179e-02,0.0513625,0.317484
-1.96176e-02,0.0514641,0.317141
-1.96173e-02,0.0513812,0.318984
-1.96170e-02,0.0518422,0.316656
-1.96166e-02,0.0522453,0.317922
-1.96163e-02,0.0512344,0.318234
-1.96160e-02,0.0514891,0.316438
-1.96157e-02,0.0513953,0.317828
-1.96154e-02,0.0513703,0.316859
-1.96150e-02,0.0514141,0.317609
-1.96147e-02,0.05155,0.315922
-1.96144e-02,0.0511312,0.320438
-1.96141e-02,0.0516594,0.317484
-1.96138e-02,0.0517406,0.318328
-1.96134e-02,0.0513953,0.318984
-1.96131e-02,0.0516687,0.318922
-1.96128e-02,0.0513047,0.319281
-1.96125e-02,0.0515125,0.318656
-1.96122e-02,0.0519312,0.320594
-1.96118e-02,0.0515719,0.321594
-1.96115e-02,0.0517094,0.317219
-1.96112e-02,0.0514875,0.318422
-1.96109e-02,0.0516141,0.319188
-1.96106e-02,0.0513891,0.322
-1.96102e-02,0.051825,0.319406
-1.96099e-02,0.0512672,0.322984
-1.96096e-02,0.0514797,0.316219
-1.96093e-02,0.0517562,0.324203
-1.96090e-02,0.0512328,0.317016
-1.96086e-02,0.0516969,0.323078
-1.96083e-02,0.0518625,0.320688
-1.96080e-02,0.0515641,0.319406
-1.96077e-02,0.0513422,0.320094
-1.96074e-02,0.0518937,0.321828
-1.96070e-02,0.0513516,0.317984
-1.96067e-02,0.0514344,0.323063
-1.96064e-02,0.051625,0.317047
-1.96061e-02,0.0517516,0.318469
-1.96058e-02,0.0513719,0.319891
-1.96054e-02,0.0517266,0.317125
-1.96051e-02,0.0513937,0.320672
-1.96048e-02,0.0512906,0.316953
-1.96045e-02,0.051575,0.319313
-1.96042e-02,0.0513609,0.316922
-1.96038e-02,0.0512453,0.319719
-1.96035e-02,0.0513437,0.316969
-1.96032e-02,0.0517328,0.317156
-1.96029e-02,0.0514266,0.318672
-1.96026e-02,0.0514031,0.318016
-1.96022e-02,0.0514375,0.316641
-1.96019e-02,0.0514172,0.315656
-1.96016e-02,0.0513844,0.317672
-1.96013e-02,0.0518687,0.317031
-1.96010e-02,0.05165,0.318438
-1.96006e-02,0.0512031,0.318547
-1.96003e-02,0.0515578,0.315797
-1.96000e-02,0.0515187,0.320719
-1.95997e-02,0.0514531,0.315141
-1.95994e-02,0.0515703,0.320172
-1.95990e-02,0.051725,0.319063
-1.95987e-02,0.0516016,0.316172
-1.95984e-02,0.0517562,0.316313
-1.95981e-02,0.0512625,0.321359
-1.95978e-02,0.0514672,0.319422
-1.95974e-02,0.0519219,0.321078
-1.95971e-02,0.0518609,0.320844
-1.95968e-02,0.0516,0.318406
-1.95965e-02,0.0516219,0.319125
-1.95962e-02,0.0514234,0.320922
-1.95958e-02,0.0513844,0.318734
-1.95955e-02,0.0511625,0.321703
-1.95952e-02,0.0512719,0.319234
-1.95949e-02,0.0514906,0.317656
-1.95946e-02,0.0513859,0.322875
-1.95942e-02,0.0516578,0.317688
-1.95939e-02,0.0514937,0.3235
-1.95936e-02,0.0514406,0.319859
-1.95933e-02,0.0513969,0.318047
-1.95930e-02,0.0514734,0.317766
-1.95926e-02,0.0517875,0.323406
-1.95923e-02,0.0515453,0.318516
-1.95920e-02,0.0518266,0.320031
-1.95917e-02,0.0513109,0.321359
-1.95914e-02,0.0515719,0.318672
-1.95910e-02,0.0510609,0.323016
-1.95907e-02,0.0515672,0.318703
-1.95904e-02,0.0515672,0.317953
-1.95901e-02,0.0516172,0.321375
-1.95898e-02,0.0513687,0.316422
-1.95894e-02,0.0514547,0.315344
-1.95891e-02,0.0515641,0.320406
-1.95888e-02,0.0515031,0.317297
-1.95885e-02,0.0516703,0.318781
-1.95882e-02,0.0514969,0.319469
-1.95878e-02,0.0516875,0.317344
-1.95875e-02,0.0513969,0.317016
-1.95872e-02,0.0512109,0.317891
-1.95869e-02,0.0512672,0.316031
-1.95866e-02,0.0514375,0.316109
-1.95862e-02,0.0514625,0.318813
-1.95859e-02,0.0519453,0.318031
-1.95856e-02,0.0513703,0.317781
-1.95853e-02,0.0516437,0.316813
-1.95850e-02,0.0515812,0.316609
-1.95846e-02,0.0514781,0.315672
-1.95843e-02,0.0518,0.319391
-1.95840e-02,0.0515531,0.316094
-1.95837e-02,0.0513312,0.319719
-1.95834e-02,0.0516516,0.316344
-1.95830e-02,0.0517344,0.315359
-1.95827e-02,0.051425,0.317906
-1.95824e-02,0.0521766,0.317297
-1.95821e-02,0.0513672,0.319453
-1.95818e-02,0.0519547,0.319172
-1.95814e-02,0.0518125,0.319047
-1.95811e-02,0.0511672,0.317563
-1.95808e-02,0.0509781,0.318781
-1.95805e-02,0.0512172,0.3205
-1.95802e-02,0.0512906,0.318313
-1.95798e-02,0.0516516,0.320969
-1.95795e-02,0.0516484,0.317641
-1.95792e-02,0.0514281,0.319453
-1.95789e-02,0.0515422,0.318922
-1.95786e-02,0.0517609,0.317281
-1.95782e-02,0.0517156,0.322203
-1.95779e-02,0.0515812,0.320406
-1.95776e-02,0.0513734,0.319078
-1.95773e-02,0.0515531,0.321953
-1.95770e-02,0.0512203,0.318297
-1.95766e-02,0.0520094,0.320828
-1.95763e-02,0.0516906,0.320734
-1.95760e-02,0.0516109,0.3195
-1.95757e-02,0.0518141,0.319156
-1.95754e-02,0.0522391,0.319969
-1.95750e-02,0.0517281,0.319125
-1.95747e-02,0.0518906,0.313641
-1.95744e-02,0.0519078,0.322344
-1.95741e-02,0.05145,0.314953
-1.95738e-02,0.0522906,0.318938
-1.95734e-02,0.0518062,0.317563
-1.95731e-02,0.0522266,0.320016
-1.95728e-02,0.0519422,0.317141
-1.95725e-02,0.0514719,0.316813
-1.95722e-02,0.0513219,0.316156
-1.95718e-02,0.0518437,0.317328
-1.95715e-02,0.0514781,0.315313
-1.95712e-02,0.0510937,0.316672
-1.95709e-02,0.0518203,0.319891
-1.95706e-02,0.0520219,0.316656
-1.95702e-02,0.0513891,0.316375
-1.95699e-02,0.0516312,0.319016
-1.95696e-02,0.0514812,0.314922
-1.95693e-02,0.0519578,0.316813
-1.95690e-02,0.0518172,0.31925
